Program,buy_date,cohort_start_date,cohort_name,days_to_start,month_sale,month_start
FS,22/07/2024,23/09/2024,spain-fs-pt-83,63,7,9
,,,,,,
FS,19/07/2024,23/09/2024,spain-fs-pt-83,66,7,9
FS,18/07/2024,23/09/2024,spain-fs-pt-83,67,7,9
,,,,,,
FS,18/07/2024,23/09/2024,spain-fs-pt-83,67,7,9
FS,18/07/2024,23/09/2024,spain-fs-pt-83,67,7,9
FS,17/07/2024,23/09/2024,spain-fs-pt-83,68,7,9
FS,17/07/2024,23/09/2024,spain-fs-pt-83,68,7,9
FS,17/07/2024,23/09/2024,spain-fs-pt-83,68,7,9
FS,16/07/2024,23/09/2024,spain-fs-pt-83,69,7,9
,,,,,,
FS,15/07/2024,23/09/2024,spain-fs-pt-83,70,7,9
FS,12/07/2024,23/09/2024,spain-fs-pt-83,73,7,9
CS,12/07/2024,23/09/2024,spain-cs-pt-1,73,7,9
CS,11/07/2024,23/09/2024,spain-cs-pt-1,74,7,9
,,,,,,
FS,10/07/2024,23/09/2024,spain-fs-pt-83,75,7,9
CS,8/07/2024,23/09/2024,spain-cs-pt-1,77,7,9
CS,8/07/2024,23/09/2024,spain-cs-pt-1,77,7,9
CS,21/06/2024,23/09/2024,spain-cs-pt-1,94,6,9
CS,20/06/2024,23/09/2024,spain-cs-pt-1,95,6,9
CS,18/06/2024,23/09/2024,spain-cs-pt-1,97,6,9
,,,,,,
FS,17/06/2024,23/09/2024,spain-fs-pt-83,98,6,9
CS,16/06/2024,23/09/2024,spain-cs-pt-1,99,6,9
,,,,,,
CS,10/06/2024,23/09/2024,spain-cs-pt-1,105,6,9
CS,3/06/2024,23/09/2024,spain-cs-pt-1,112,6,9
FS,21/05/2024,23/09/2024,spain-fs-pt-83,125,5,9
,,,,,,
CS,20/05/2024,23/09/2024,spain-cs-pt-1,126,5,9
CS,13/05/2024,23/09/2024,spain-cs-pt-1,133,5,9
CS,28/02/2024,23/09/2024,spain-cs-pt-1,208,2,9
FS,9/08/2024,30/09/2024,spain-fs-pt-84,52,8,9
FS,8/08/2024,30/09/2024,spain-fs-pt-84,53,8,9
FS,6/08/2024,30/09/2024,spain-fs-pt-84,55,8,9
FS,2/08/2024,30/09/2024,spain-fs-pt-84,59,8,9
FS,1/08/2024,30/09/2024,spain-fs-pt-84,60,8,9
,,,,,,
,,,,,,
FS,31/07/2024,30/09/2024,spain-fs-pt-84,61,7,9
FS,29/07/2024,30/09/2024,spain-fs-pt-84,63,7,9
FS,26/07/2024,30/09/2024,spain-fs-pt-84,66,7,9
FS,25/07/2024,30/09/2024,spain-fs-pt-84,67,7,9
FS,24/07/2024,30/09/2024,spain-fs-pt-84,68,7,9
FS,24/07/2024,30/09/2024,spain-fs-pt-84,68,7,9
FS,20/07/2024,30/09/2024,spain-fs-pt-84,72,7,9
,,,,,,
FS,19/07/2024,30/09/2024,spain-fs-pt-84,73,7,9
FS,3/07/2024,30/09/2024,spain-fs-pt-84,89,7,9
FS,22/05/2024,30/09/2024,spain-fs-pt-84,131,5,9
FS,23/09/2024,7/10/2024,spain-fs-pt-85,14,9,10
,,,,,,
DS,19/09/2024,7/10/2024,spain-ds-pt-11,18,9,10
,,,,,,
,,,,,,
DS,17/09/2024,7/10/2024,spain-ds-pt-11,20,9,10
DS,16/09/2024,7/10/2024,spain-ds-pt-11,21,9,10
FS,10/09/2024,7/10/2024,spain-fs-pt-85,27,9,10
DS,3/09/2024,7/10/2024,spain-ds-pt-11,34,9,10
FS,2/09/2024,7/10/2024,spain-fs-pt-85,35,9,10
FS,2/09/2024,7/10/2024,spain-fs-pt-85,35,9,10
FS,30/08/2024,7/10/2024,spain-fs-pt-85,38,8,10
FS,30/08/2024,7/10/2024,spain-fs-pt-85,38,8,10
,,,,,,
,,,,,,
FS,30/08/2024,7/10/2024,spain-fs-pt-85,38,8,10
FS,29/08/2024,7/10/2024,spain-fs-pt-85,39,8,10
,,,,,,
FS,29/08/2024,7/10/2024,spain-fs-pt-85,39,8,10
FS,28/08/2024,7/10/2024,spain-fs-pt-85,40,8,10
FS,28/08/2024,7/10/2024,spain-fs-pt-85,40,8,10
FS,23/08/2024,7/10/2024,spain-fs-pt-85,45,8,10
DS,22/08/2024,7/10/2024,spain-ds-pt-11,46,8,10
FS,12/08/2024,7/10/2024,spain-fs-pt-85,56,8,10
FS,9/08/2024,7/10/2024,spain-fs-pt-85,59,8,10
DS,8/08/2024,7/10/2024,spain-ds-pt-11,60,8,10
DS,5/08/2024,7/10/2024,spain-ds-pt-11,63,8,10
FS,23/07/2024,7/10/2024,spain-fs-pt-85,76,7,10
,,,,,,
DS,20/07/2024,7/10/2024,spain-ds-pt-11,79,7,10
DS,19/07/2024,7/10/2024,spain-ds-pt-11,80,7,10
DS,16/07/2024,7/10/2024,spain-ds-pt-11,83,7,10
,,,,,,
DS,25/06/2024,7/10/2024,spain-ds-pt-11,104,6,10
,,,,,,
DS,29/09/2023,7/10/2024,spain-ds-pt-11,374,9,10
FS,16/09/2024,14/10/2024,spain-fs-pt-87,28,9,10
,,,,,,
FS,12/09/2024,14/10/2024,spain-fs-pt-87,32,9,10
FS,9/09/2024,14/10/2024,spain-fs-pt-87,35,9,10
,,,,,,
FS,9/09/2024,14/10/2024,spain-fs-pt-87,35,9,10
FS,9/09/2024,14/10/2024,spain-fs-pt-87,35,9,10
FS,6/09/2024,14/10/2024,spain-fs-pt-87,38,9,10
FS,5/09/2024,14/10/2024,spain-fs-pt-87,39,9,10
,,,,,,
FS,3/09/2024,14/10/2024,spain-fs-pt-87,41,9,10
FS,3/09/2024,14/10/2024,spain-fs-pt-87,41,9,10
,,,,,,
FS,2/09/2024,14/10/2024,spain-fs-pt-87,42,9,10
FS,30/08/2024,14/10/2024,spain-fs-pt-87,45,8,10
FS,31/07/2024,14/10/2024,spain-fs-pt-86,75,7,10
FS,19/07/2024,14/10/2024,spain-fs-pt-86,87,7,10
FS,19/07/2024,14/10/2024,spain-fs-pt-86,87,7,10
FS,19/07/2024,14/10/2024,spain-fs-pt-86,87,7,10
,,,,,,
FS,17/07/2024,14/10/2024,spain-fs-pt-86,89,7,10
FS,13/07/2024,14/10/2024,spain-fs-pt-86,93,7,10
FS,8/07/2024,14/10/2024,spain-fs-pt-86,98,7,10
FS,1/07/2024,14/10/2024,spain-fs-pt-87,105,7,10
,,,,,,
,,,,,,
FS,1/07/2024,14/10/2024,spain-fs-pt-87,105,7,10
FS,26/06/2024,14/10/2024,spain-fs-pt-86,110,6,10
FS,18/04/2024,14/10/2024,spain-fs-pt-86,179,4,10
FS,1/04/2024,14/10/2024,spain-fs-pt-86,196,4,10
FS,22/02/2024,14/10/2024,spain-fs-pt-86,235,2,10
,,,,,,
CS,11/09/2024,21/10/2024,spain-cs-pt-2,40,9,10
CS,7/09/2024,21/10/2024,spain-cs-pt-2,44,9,10
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CS,5/09/2024,21/10/2024,spain-cs-pt-2,46,9,10
,,,,,,
CS,4/09/2024,21/10/2024,spain-cs-pt-2,47,9,10
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CS,26/08/2024,21/10/2024,spain-cs-pt-2,56,8,10
CS,21/08/2024,21/10/2024,spain-cs-pt-2,61,8,10
,,,,,,
CS,9/08/2024,21/10/2024,spain-cs-pt-2,73,8,10
CS,31/07/2024,21/10/2024,spain-cs-pt-2,82,7,10
CS,30/07/2024,21/10/2024,spain-cs-pt-2,83,7,10
CS,29/07/2024,21/10/2024,spain-cs-pt-2,84,7,10
CS,24/07/2024,21/10/2024,spain-cs-pt-2,89,7,10
CS,19/07/2024,21/10/2024,spain-cs-pt-2,94,7,10
CS,12/07/2024,21/10/2024,spain-cs-pt-2,101,7,10
CS,26/06/2024,21/10/2024,spain-cs-pt-2,117,6,10
CS,24/06/2024,21/10/2024,spain-cs-pt-2,119,6,10
FS,9/10/2024,28/10/2024,spain-fs-pt-90,19,10,10
FS,9/10/2024,28/10/2024,spain-fs-pt-90,19,10,10
FS,7/10/2024,28/10/2024,spain-fs-pt-90,21,10,10
FS,1/10/2024,28/10/2024,spain-fs-pt-90,27,10,10
FS,30/09/2024,28/10/2024,spain-fs-pt-90,28,9,10
FS,26/09/2024,28/10/2024,spain-fs-pt-90,32,9,10
FS,25/09/2024,28/10/2024,spain-fs-pt-90,33,9,10
,,,,,,
FS,25/09/2024,28/10/2024,spain-fs-pt-90,33,9,10
FS,24/09/2024,28/10/2024,spain-fs-pt-90,34,9,10
FS,24/09/2024,28/10/2024,spain-fs-pt-88,34,9,10
FS,23/09/2024,28/10/2024,spain-fs-pt-90,35,9,10
FS,20/09/2024,28/10/2024,spain-fs-pt-90,38,9,10
FS,19/09/2024,28/10/2024,spain-fs-pt-90,39,9,10
FS,18/09/2024,28/10/2024,spain-fs-pt-90,40,9,10
FS,17/09/2024,28/10/2024,spain-fs-pt-90,41,9,10
FS,27/08/2024,28/10/2024,spain-fs-pt-88,62,8,10
FS,26/08/2024,28/10/2024,spain-fs-pt-88,63,8,10
FS,26/08/2024,28/10/2024,spain-fs-pt-88,63,8,10
FS,19/08/2024,28/10/2024,spain-fs-pt-88,70,8,10
FS,7/08/2024,28/10/2024,spain-fs-pt-88,82,8,10
FS,5/08/2024,28/10/2024,spain-fs-pt-88,84,8,10
FS,1/08/2024,28/10/2024,spain-fs-pt-88,88,8,10
FS,31/07/2024,28/10/2024,spain-fs-pt-88,89,7,10
FS,31/07/2024,28/10/2024,spain-fs-pt-88,89,7,10
FS,29/07/2024,28/10/2024,spain-fs-pt-88,91,7,10
FS,29/07/2024,28/10/2024,spain-fs-pt-88,91,7,10
FS,17/07/2024,28/10/2024,spain-fs-pt-88,103,7,10
FS,9/07/2024,28/10/2024,spain-fs-pt-90,111,7,10
FS,18/06/2024,28/10/2024,spain-fs-pt-88,132,6,10
FS,31/05/2024,28/10/2024,spain-fs-pt-89,150,5,10
FS,22/05/2024,28/10/2024,spain-fs-pt-89,159,5,10
FS,30/04/2024,28/10/2024,spain-fs-pt-89,181,4,10
FS,30/04/2024,28/10/2024,spain-fs-pt-89,181,4,10
FS,26/04/2024,28/10/2024,spain-fs-pt-89,185,4,10
FS,1/04/2024,28/10/2024,spain-fs-pt-88,210,4,10
FS,14/03/2024,28/10/2024,spain-fs-pt-89,228,3,10
FS,16/02/2024,28/10/2024,spain-fs-pt-89,255,2,10
FS,12/01/2024,28/10/2024,spain-fs-pt-89,290,1,10
FS,11/10/2024,29/10/2024,spain-fs-pt-91,18,10,10
,,,,,,
FS,11/10/2024,29/10/2024,spain-fs-pt-91,18,10,10
FS,10/10/2024,29/10/2024,spain-fs-pt-91,19,10,10
FS,25/09/2024,29/10/2024,spain-fs-pt-91,34,9,10
FS,24/09/2024,29/10/2024,spain-fs-pt-91,35,9,10
FS,17/09/2024,29/10/2024,spain-fs-pt-91,42,9,10
FS,16/09/2024,29/10/2024,spain-fs-pt-91,43,9,10
FS,12/09/2024,29/10/2024,spain-fs-pt-91,47,9,10
,,,,,,
FS,12/09/2024,29/10/2024,spain-fs-pt-91,47,9,10
FS,4/09/2024,29/10/2024,spain-fs-pt-91,55,9,10
FS,4/09/2024,29/10/2024,spain-fs-pt-91,55,9,10
FS,21/08/2024,29/10/2024,spain-fs-pt-91,69,8,10
FS,21/08/2024,29/10/2024,spain-fs-pt-91,69,8,10
FS,12/08/2024,29/10/2024,spain-fs-pt-91,78,8,10
FS,24/05/2024,29/10/2024,spain-fs-pt-91,158,5,10
FS,21/12/2023,29/10/2024,spain-fs-pt-91,313,12,10
FS,23/09/2024,11/11/2024,spain-fs-pt-92,49,9,11
FS,20/09/2024,11/11/2024,spain-fs-pt-92,52,9,11
FS,18/09/2024,11/11/2024,spain-fs-pt-92,54,9,11
FS,16/09/2024,11/11/2024,spain-fs-pt-92,56,9,11
FS,12/09/2024,11/11/2024,spain-fs-pt-92,60,9,11
FS,11/09/2024,11/11/2024,spain-fs-pt-92,61,9,11
FS,22/08/2024,11/11/2024,spain-fs-pt-92,81,8,11
FS,30/05/2024,11/11/2024,spain-fs-pt-92,165,5,11
FS,22/05/2024,11/11/2024,spain-fs-pt-92,173,5,11
DS,22/10/2024,18/11/2024,spain-ds-pt-12,27,10,11
DS,17/10/2024,18/11/2024,spain-ds-pt-12,32,10,11
,,,,,,
DS,16/10/2024,18/11/2024,spain-ds-pt-12,33,10,11
DS,14/10/2024,18/11/2024,spain-ds-pt-12,35,10,11
DS,14/10/2024,18/11/2024,spain-ds-pt-12,35,10,11
DS,11/10/2024,18/11/2024,spain-ds-pt-12,38,10,11
,,,,,,
,,,,,,
DS,7/10/2024,18/11/2024,spain-ds-pt-12,42,10,11
DS,2/10/2024,18/11/2024,spain-ds-pt-12,47,10,11
,,,,,,
DS,30/09/2024,18/11/2024,spain-ds-pt-12,49,9,11
DS,27/09/2024,18/11/2024,spain-ds-pt-12,52,9,11
DS,27/09/2024,18/11/2024,spain-ds-pt-12,52,9,11
DS,20/09/2024,18/11/2024,spain-ds-pt-12,59,9,11
DS,19/09/2024,18/11/2024,spain-ds-pt-12,60,9,11
DS,13/09/2024,18/11/2024,spain-ds-pt-12,66,9,11
,,,,,,
DS,9/07/2024,18/11/2024,spain-ds-pt-12,132,7,11
CS,8/11/2024,25/11/2024,spain-cs-pt-3,17,11,11
FS,7/11/2024,25/11/2024,spain-fs-pt-93,18,11,11
CS,6/11/2024,25/11/2024,spain-cs-pt-3,19,11,11
FS,4/11/2024,25/11/2024,spain-fs-pt-93,21,11,11
FS,31/10/2024,25/11/2024,spain-fs-pt-93,25,10,11
FS,25/10/2024,25/11/2024,spain-fs-pt-93,31,10,11
CS,25/10/2024,25/11/2024,spain-cs-pt-3,31,10,11
CS,24/10/2024,25/11/2024,spain-cs-pt-3,32,10,11
FS,23/10/2024,25/11/2024,spain-fs-pt-93,33,10,11
CS,23/10/2024,25/11/2024,spain-cs-pt-3,33,10,11
FS,21/10/2024,25/11/2024,spain-fs-pt-93,35,10,11
CS,21/10/2024,25/11/2024,spain-cs-pt-3,35,10,11
FS,18/10/2024,25/11/2024,spain-fs-pt-93,38,10,11
,,,,,,
FS,18/10/2024,25/11/2024,spain-fs-pt-93,38,10,11
FS,17/10/2024,25/11/2024,spain-fs-pt-93,39,10,11
CS,17/10/2024,25/11/2024,spain-cs-pt-3,39,10,11
FS,16/10/2024,25/11/2024,spain-fs-pt-93,40,10,11
,,,,,,
FS,16/10/2024,25/11/2024,spain-fs-pt-93,40,10,11
FS,15/10/2024,25/11/2024,spain-fs-pt-93,41,10,11
FS,14/10/2024,25/11/2024,spain-fs-pt-93,42,10,11
FS,14/10/2024,25/11/2024,spain-fs-pt-93,42,10,11
CS,11/10/2024,25/11/2024,spain-cs-pt-3,45,10,11
CS,10/10/2024,25/11/2024,spain-cs-pt-3,46,10,11
FS,9/10/2024,25/11/2024,spain-fs-pt-93,47,10,11
,,,,,,
CS,4/10/2024,25/11/2024,spain-cs-pt-3,52,10,11
CS,3/10/2024,25/11/2024,spain-cs-pt-3,53,10,11
CS,3/10/2024,25/11/2024,spain-cs-pt-3,53,10,11
CS,30/09/2024,25/11/2024,spain-cs-pt-3,56,9,11
CS,30/09/2024,25/11/2024,spain-cs-pt-3,56,9,11
CS,27/09/2024,25/11/2024,spain-cs-pt-3,59,9,11
CS,25/09/2024,25/11/2024,spain-cs-pt-3,61,9,11
FS,20/06/2024,25/11/2024,spain-fs-pt-93,158,6,11
FS,15/02/2024,25/11/2024,spain-fs-pt-93,284,2,11
FS,11/11/2024,2/12/2024,spain-fs-pt-95,21,11,12
,,,,,,
FS,6/11/2024,2/12/2024,spain-fs-pt-95,26,11,12
,,,,,,
FS,6/11/2024,2/12/2024,spain-fs-pt-95,26,11,12
FS,5/11/2024,2/12/2024,spain-fs-pt-95,27,11,12
,,,,,,
,,,,,,
FS,5/11/2024,2/12/2024,spain-fs-pt-95,27,11,12
FS,5/11/2024,2/12/2024,spain-fs-pt-95,27,11,12
FS,5/11/2024,2/12/2024,spain-fs-pt-95,27,11,12
FS,5/11/2024,2/12/2024,spain-fs-pt-95,27,11,12
,,,,,,
FS,4/11/2024,2/12/2024,spain-fs-pt-95,28,11,12
FS,4/11/2024,2/12/2024,spain-fs-pt-95,28,11,12
FS,4/11/2024,2/12/2024,spain-fs-pt-94,28,11,12
FS,31/10/2024,2/12/2024,spain-fs-pt-95,32,10,12
FS,31/10/2024,2/12/2024,spain-fs-pt-95,32,10,12
FS,31/10/2024,2/12/2024,spain-fs-pt-95,32,10,12
FS,29/10/2024,2/12/2024,spain-fs-pt-94,34,10,12
FS,28/10/2024,2/12/2024,spain-fs-pt-95,35,10,12
FS,25/10/2024,2/12/2024,spain-fs-pt-94,38,10,12
FS,24/10/2024,2/12/2024,spain-fs-pt-94,39,10,12
FS,24/10/2024,2/12/2024,spain-fs-pt-94,39,10,12
FS,22/10/2024,2/12/2024,spain-fs-pt-95,41,10,12
,,,,,,
FS,16/10/2024,2/12/2024,spain-fs-pt-94,47,10,12
FS,16/10/2024,2/12/2024,spain-fs-pt-94,47,10,12
FS,16/10/2024,2/12/2024,spain-fs-pt-94,47,10,12
FS,14/10/2024,2/12/2024,spain-fs-pt-94,49,10,12
FS,9/10/2024,2/12/2024,spain-fs-pt-94,54,10,12
,,,,,,
FS,9/10/2024,2/12/2024,spain-fs-pt-94,54,10,12
FS,7/10/2024,2/12/2024,spain-fs-pt-94,56,10,12
,,,,,,
FS,1/10/2024,2/12/2024,spain-fs-pt-94,62,10,12
FS,30/09/2024,2/12/2024,spain-fs-pt-94,63,9,12
FS,23/08/2024,2/12/2024,spain-fs-pt-94,101,8,12
,,,,,,
,,,,,,
FS,31/07/2024,2/12/2024,spain-fs-pt-94,124,7,12
FS,28/06/2024,2/12/2024,spain-fs-pt-95,157,6,12
FS,27/01/2023,2/12/2024,spain-fs-pt-94,675,1,12
DS,7/11/2024,9/12/2024,spain-ds-pt-13,32,11,12
DS,7/11/2024,9/12/2024,spain-ds-pt-13,32,11,12
DS,4/11/2024,9/12/2024,spain-ds-pt-13,35,11,12
DS,4/11/2024,9/12/2024,spain-ds-pt-13,35,11,12
DS,31/10/2024,9/12/2024,spain-ds-pt-13,39,10,12
DS,25/10/2024,9/12/2024,spain-ds-pt-13,45,10,12
DS,22/10/2024,9/12/2024,spain-ds-pt-13,48,10,12
DS,21/10/2024,9/12/2024,spain-ds-pt-13,49,10,12
DS,21/10/2024,9/12/2024,spain-ds-pt-13,49,10,12
DS,23/09/2024,9/12/2024,spain-ds-pt-13,77,9,12
DS,23/09/2024,9/12/2024,spain-ds-pt-13,77,9,12
DS,20/08/2024,9/12/2024,spain-ds-pt-13,111,8,12
FS,14/11/2024,8/01/2025,spain-fs-pt-diciembre-09/12,55,11,1
FS,11/11/2024,8/01/2025,spain-fs-pt-diciembre-09/12,58,11,1
FS,8/11/2024,8/01/2025,spain-fs-pt-diciembre-09/12,61,11,1
FS,7/11/2024,8/01/2025,spain-fs-pt-diciembre-09/12,62,11,1
FS,11/10/2024,8/01/2025,spain-fs-pt-diciembre-09/12,89,10,1
CS,11/11/2024,13/01/2025,spain-cs-pt-enero-13/01,63,11,1
CS,30/10/2024,13/01/2025,spain-cs-pt-enero-13/01,75,10,1
CS,29/10/2024,13/01/2025,spain-cs-pt-enero-13/01,76,10,1
CS,29/10/2024,13/01/2025,spain-cs-pt-enero-13/01,76,10,1
CS,1/08/2024,13/01/2025,spain-cs-pt-enero-13/01,165,8,1
FS,13/11/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,75,11,1
FS,12/11/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,76,11,1
DS,12/11/2024,27/01/2025,spain-ds-pt-enero-13/01,76,11,1
,,,,,,
FS,11/11/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,77,11,1
FS,11/11/2024,27/01/2025,spain-fs-pt-enero-13/01,77,11,1
FS,7/11/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,81,11,1
FS,7/11/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,81,11,1
FS,31/10/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,88,10,1
FS,31/10/2024,27/01/2025,spain-fs-pt-enero-13/01,88,10,1
FS,28/10/2024,27/01/2025,spain-fs-pt-enero-13/01,91,10,1
DS,25/10/2024,27/01/2025,spain-ds-pt-enero-13/01,94,10,1
FS,24/10/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,95,10,1
,,,,,,
FS,22/10/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,97,10,1
FS,22/10/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,97,10,1
FS,21/10/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,98,10,1
FS,14/10/2024,27/01/2025,spain-fs-pt-enero-13/01,105,10,1
FS,30/09/2024,27/01/2025,spain-fs-pt-enero-13/01,119,9,1
FS,25/09/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,124,9,1
DS,9/09/2024,27/01/2025,spain-ds-pt-enero-13/01,140,9,1
DS,6/09/2024,27/01/2025,spain-ds-pt-enero-13/01,143,9,1
DS,3/09/2024,27/01/2025,spain-ds-pt-enero-13/01,146,9,1
DS,31/07/2024,27/01/2025,spain-ds-pt-enero-13/01,180,7,1
FS,27/06/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,214,6,1
FS,21/05/2024,27/01/2025,spain-fs-pt-enero-13/01,251,5,1
,,,,,,
FS,8/07/2024,10/02/2025,spain-fs-pt-enero-matutino-27/01,217,7,2