Program,buy_date,cohort_start_date,day_sale,week_sale,month_sale,year_sale,day_start,week_start,month_start,year_start,days_to_start,week_dif,month_dif
FS,24/06/2024,2/09/2024,24,26,6,2024,2,36,9,2024,70,10,2
FS,15/07/2024,23/09/2024,15,29,7,2024,23,39,9,2024,70,10,2
FS,19/08/2024,28/10/2024,19,34,8,2024,28,44,10,2024,70,10,2
FS,20/07/2024,30/09/2024,20,29,7,2024,30,40,9,2024,72,10,2
FS,24/02/2023,8/05/2023,24,8,2,2023,8,19,5,2023,73,10,2
FS,3/05/2024,15/07/2024,3,18,5,2024,15,29,7,2024,73,10,2
FS,21/06/2024,2/09/2024,21,25,6,2024,2,36,9,2024,73,10,2
FS,21/06/2024,2/09/2024,21,25,6,2024,2,36,9,2024,73,10,2
FS,21/06/2024,2/09/2024,21,25,6,2024,2,36,9,2024,73,10,2
CS,12/07/2024,23/09/2024,12,28,7,2024,23,39,9,2024,73,10,2
FS,12/07/2024,23/09/2024,12,28,7,2024,23,39,9,2024,73,10,2
FS,19/07/2024,30/09/2024,19,29,7,2024,30,40,9,2024,73,10,2
CS,9/08/2024,21/10/2024,9,32,8,2024,21,43,10,2024,73,10,2
DS,20/07/2023,2/10/2023,20,29,7,2023,2,40,10,2023,74,10,2
DS,20/07/2023,2/10/2023,20,29,7,2023,2,40,10,2023,74,10,2
DS,20/07/2023,2/10/2023,20,29,7,2023,2,40,10,2023,74,10,2
FS,8/09/2023,21/11/2023,8,36,9,2023,21,47,11,2023,74,10,2
FS,20/06/2024,2/09/2024,20,25,6,2024,2,36,9,2024,74,10,2
DS,4/07/2024,16/09/2024,4,27,7,2024,16,38,9,2024,74,10,2
CS,11/07/2024,23/09/2024,11,28,7,2024,23,39,9,2024,74,10,2
FS,9/08/2023,23/10/2023,9,32,8,2023,23,43,10,2023,75,10,2
FS,8/11/2023,22/01/2024,8,45,11,2023,22,4,1,2024,75,10,2
DS,15/11/2023,29/01/2024,15,46,11,2023,29,5,1,2024,75,10,2
FS,28/02/2024,13/05/2024,28,9,2,2024,13,20,5,2024,75,10,2
FS,29/02/2024,14/05/2024,29,9,2,2024,14,20,5,2024,75,10,2
DS,24/04/2024,8/07/2024,24,17,4,2024,8,28,7,2024,75,10,2
FS,10/07/2024,23/09/2024,10,28,7,2024,23,39,9,2024,75,10,2
FS,31/07/2024,14/10/2024,31,31,7,2024,14,42,10,2024,75,10,2
CS,30/10/2024,13/01/2025,30,44,10,2024,13,3,1,2025,75,10,2
FS,13/11/2024,27/01/2025,13,46,11,2024,27,5,1,2025,75,10,2
FS,27/06/2023,11/09/2023,27,26,6,2023,11,37,9,2023,76,10,2
FS,27/06/2023,11/09/2023,27,26,6,2023,11,37,9,2023,76,10,2
DS,14/11/2023,29/01/2024,14,46,11,2023,29,5,1,2024,76,10,2
FS,13/12/2023,27/02/2024,13,50,12,2023,27,9,2,2024,76,10,2
FS,19/12/2023,4/03/2024,19,51,12,2023,4,10,3,2024,76,10,2
FS,27/02/2024,13/05/2024,27,9,2,2024,13,20,5,2024,76,10,2
FS,28/02/2024,14/05/2024,28,9,2,2024,14,20,5,2024,76,10,2
FS,12/03/2024,27/05/2024,12,11,3,2024,27,22,5,2024,76,10,2
FS,30/04/2024,15/07/2024,30,18,4,2024,15,29,7,2024,76,10,2
FS,30/04/2024,15/07/2024,30,18,4,2024,15,29,7,2024,76,10,2
DS,2/07/2024,16/09/2024,2,27,7,2024,16,38,9,2024,76,10,2
DS,2/07/2024,16/09/2024,2,27,7,2024,16,38,9,2024,76,10,2
FS,2/07/2024,16/09/2024,2,27,7,2024,16,38,9,2024,76,10,2
FS,23/07/2024,7/10/2024,23,30,7,2024,7,41,10,2024,76,10,2
CS,29/10/2024,13/01/2025,29,44,10,2024,13,3,1,2025,76,10,2
CS,29/10/2024,13/01/2025,29,44,10,2024,13,3,1,2025,76,10,2
DS,12/11/2024,27/01/2025,12,46,11,2024,27,5,1,2025,76,10,2
FS,12/11/2024,27/01/2025,12,46,11,2024,27,5,1,2025,76,10,2
FS,20/02/2023,8/05/2023,20,8,2,2023,8,19,5,2023,77,10,2
DS,17/07/2023,2/10/2023,17,29,7,2023,2,40,10,2023,77,11,2
DS,13/11/2023,29/01/2024,13,46,11,2023,29,5,1,2024,77,11,2
FS,12/12/2023,27/02/2024,12,50,12,2023,27,9,2,2024,77,11,2
FS,18/12/2023,4/03/2024,18,51,12,2023,4,10,3,2024,77,11,2
FS,15/01/2024,1/04/2024,15,3,1,2024,1,14,4,2024,77,11,2
FS,6/05/2024,22/07/2024,6,19,5,2024,22,30,7,2024,77,11,2
FS,1/07/2024,16/09/2024,1,27,7,2024,16,38,9,2024,77,11,2
CS,8/07/2024,23/09/2024,8,28,7,2024,23,39,9,2024,77,11,2
CS,8/07/2024,23/09/2024,8,28,7,2024,23,39,9,2024,77,11,2
DS,23/09/2024,9/12/2024,23,39,9,2024,9,50,12,2024,77,11,2
DS,23/09/2024,9/12/2024,23,39,9,2024,9,50,12,2024,77,11,2
FS,11/11/2024,27/01/2025,11,46,11,2024,27,5,1,2025,77,11,2
FS,11/11/2024,27/01/2025,11,46,11,2024,27,5,1,2025,77,11,2
FS,12/08/2024,29/10/2024,12,33,8,2024,29,44,10,2024,78,11,2
FS,3/02/2024,22/04/2024,3,5,2,2024,22,17,4,2024,79,11,2
DS,20/07/2024,7/10/2024,20,29,7,2024,7,41,10,2024,79,11,2
FS,17/02/2023,8/05/2023,17,7,2,2023,8,19,5,2023,80,11,2
DS,1/12/2023,19/02/2024,1,48,12,2023,19,8,2,2024,80,11,2
FS,2/02/2024,22/04/2024,2,5,2,2024,22,17,4,2024,80,11,2
FS,2/02/2024,22/04/2024,2,5,2,2024,22,17,4,2024,80,11,2
FS,28/06/2024,16/09/2024,28,26,6,2024,16,38,9,2024,80,11,2
DS,19/07/2024,7/10/2024,19,29,7,2024,7,41,10,2024,80,11,2
FS,2/11/2023,22/01/2024,2,44,11,2023,22,4,1,2024,81,11,2
DS,9/11/2023,29/01/2024,9,45,11,2023,29,5,1,2024,81,11,2
FS,25/01/2024,15/04/2024,25,4,1,2024,15,16,4,2024,81,11,2
FS,1/02/2024,22/04/2024,1,5,2,2024,22,17,4,2024,81,11,2
FS,22/08/2024,11/11/2024,22,34,8,2024,11,46,11,2024,81,11,2
FS,7/11/2024,27/01/2025,7,45,11,2024,27,5,1,2025,81,11,2
FS,7/11/2024,27/01/2025,7,45,11,2024,27,5,1,2025,81,11,2
FS,31/01/2024,22/04/2024,31,5,1,2024,22,17,4,2024,82,11,2
FS,31/01/2024,22/04/2024,31,5,1,2024,22,17,4,2024,82,11,2
DS,26/06/2024,16/09/2024,26,26,6,2024,16,38,9,2024,82,11,2
FS,26/06/2024,16/09/2024,26,26,6,2024,16,38,9,2024,82,11,2
CS,31/07/2024,21/10/2024,31,31,7,2024,21,43,10,2024,82,11,2
FS,7/08/2024,28/10/2024,7,32,8,2024,28,44,10,2024,82,11,2
FS,20/06/2023,11/09/2023,20,25,6,2023,11,37,9,2023,83,11,2
FS,12/12/2023,4/03/2024,12,50,12,2023,4,10,3,2024,83,11,2
FS,18/06/2024,9/09/2024,18,25,6,2024,9,37,9,2024,83,11,2
DS,25/06/2024,16/09/2024,25,26,6,2024,16,38,9,2024,83,11,2
FS,25/06/2024,16/09/2024,25,26,6,2024,16,38,9,2024,83,11,2
DS,16/07/2024,7/10/2024,16,29,7,2024,7,41,10,2024,83,11,2
CS,30/07/2024,21/10/2024,30,31,7,2024,21,43,10,2024,83,11,2
FS,18/09/2023,11/12/2023,18,38,9,2023,11,50,12,2023,84,12,2
DS,6/11/2023,29/01/2024,6,45,11,2023,29,5,1,2024,84,12,2
FS,22/04/2024,15/07/2024,22,17,4,2024,15,29,7,2024,84,12,2
DS,24/06/2024,16/09/2024,24,26,6,2024,16,38,9,2024,84,12,2
CS,29/07/2024,21/10/2024,29,31,7,2024,21,43,10,2024,84,12,2
FS,5/08/2024,28/10/2024,5,32,8,2024,28,44,10,2024,84,12,2
FS,27/01/2024,22/04/2024,27,4,1,2024,22,17,4,2024,86,12,2
DS,7/07/2023,2/10/2023,7,27,7,2023,2,40,10,2023,87,12,2
FS,28/07/2023,23/10/2023,28,30,7,2023,23,43,10,2023,87,12,2
DS,25/08/2023,20/11/2023,25,34,8,2023,20,47,11,2023,87,12,2
FS,20/10/2023,15/01/2024,20,42,10,2023,15,3,1,2024,87,12,2
FS,21/06/2024,16/09/2024,21,25,6,2024,16,38,9,2024,87,12,2
FS,19/07/2024,14/10/2024,19,29,7,2024,14,42,10,2024,87,12,2
FS,19/07/2024,14/10/2024,19,29,7,2024,14,42,10,2024,87,12,2
FS,19/07/2024,14/10/2024,19,29,7,2024,14,42,10,2024,87,12,2
FS,26/01/2023,24/04/2023,26,4,1,2023,24,17,4,2023,88,12,2
FS,18/01/2024,15/04/2024,18,3,1,2024,15,16,4,2024,88,12,2
FS,8/02/2024,6/05/2024,8,6,2,2024,6,19,5,2024,88,12,2
FS,1/08/2024,28/10/2024,1,31,8,2024,28,44,10,2024,88,12,2
FS,31/10/2024,27/01/2025,31,44,10,2024,27,5,1,2025,88,12,2
FS,31/10/2024,27/01/2025,31,44,10,2024,27,5,1,2025,88,12,2
DS,5/07/2023,2/10/2023,5,27,7,2023,2,40,10,2023,89,12,2
FS,19/06/2024,16/09/2024,19,25,6,2024,16,38,9,2024,89,12,2
FS,3/07/2024,30/09/2024,3,27,7,2024,30,40,9,2024,89,12,2
FS,17/07/2024,14/10/2024,17,29,7,2024,14,42,10,2024,89,12,2
CS,24/07/2024,21/10/2024,24,30,7,2024,21,43,10,2024,89,12,2
FS,31/07/2024,28/10/2024,31,31,7,2024,28,44,10,2024,89,12,2
FS,31/07/2024,28/10/2024,31,31,7,2024,28,44,10,2024,89,12,2
FS,11/10/2024,8/01/2025,11,41,10,2024,8,2,1,2025,89,12,2
DS,4/07/2023,2/10/2023,4,27,7,2023,2,40,10,2023,90,12,3
FS,23/01/2024,22/04/2024,23,4,1,2024,22,17,4,2024,90,12,3
FS,6/11/2023,5/02/2024,6,45,11,2023,5,6,2,2024,91,13,3
FS,29/07/2024,28/10/2024,29,31,7,2024,28,44,10,2024,91,13,3
FS,29/07/2024,28/10/2024,29,31,7,2024,28,44,10,2024,91,13,3
FS,28/10/2024,27/01/2025,28,44,10,2024,27,5,1,2025,91,13,3
FS,2/12/2023,4/03/2024,2,48,12,2023,4,10,3,2024,93,13,3
FS,13/07/2024,14/10/2024,13,28,7,2024,14,42,10,2024,93,13,3
FS,13/10/2023,15/01/2024,13,41,10,2023,15,3,1,2024,94,13,3
FS,20/10/2023,22/01/2024,20,42,10,2023,22,4,1,2024,94,13,3
DS,27/10/2023,29/01/2024,27,43,10,2023,29,5,1,2024,94,13,3
FS,14/06/2024,16/09/2024,14,24,6,2024,16,38,9,2024,94,13,3
CS,21/06/2024,23/09/2024,21,25,6,2024,23,39,9,2024,94,13,3
CS,19/07/2024,21/10/2024,19,29,7,2024,21,43,10,2024,94,13,3
DS,25/10/2024,27/01/2025,25,43,10,2024,27,5,1,2025,94,13,3
FS,30/11/2023,4/03/2024,30,48,11,2023,4,10,3,2024,95,13,3
FS,18/01/2024,22/04/2024,18,3,1,2024,22,17,4,2024,95,13,3
DS,13/06/2024,16/09/2024,13,24,6,2024,16,38,9,2024,95,13,3
CS,20/06/2024,23/09/2024,20,25,6,2024,23,39,9,2024,95,13,3
FS,24/10/2024,27/01/2025,24,43,10,2024,27,5,1,2025,95,13,3
FS,5/01/2023,11/04/2023,5,1,1,2023,11,15,4,2023,96,13,3
DS,14/06/2023,18/09/2023,14,24,6,2023,18,38,9,2023,96,13,3
FS,10/01/2024,15/04/2024,10,2,1,2024,15,16,4,2024,96,13,3
DS,12/06/2024,16/09/2024,12,24,6,2024,16,38,9,2024,96,13,3
DS,12/06/2024,16/09/2024,12,24,6,2024,16,38,9,2024,96,13,3
DS,13/06/2023,18/09/2023,13,24,6,2023,18,38,9,2023,97,13,3
DS,13/06/2023,18/09/2023,13,24,6,2023,18,38,9,2023,97,13,3
DS,13/06/2023,18/09/2023,13,24,6,2023,18,38,9,2023,97,13,3
DS,13/06/2023,18/09/2023,13,24,6,2023,18,38,9,2023,97,13,3
FS,18/07/2023,23/10/2023,18,29,7,2023,23,43,10,2023,97,13,3
FS,28/11/2023,4/03/2024,28,48,11,2023,4,10,3,2024,97,13,3
FS,16/01/2024,22/04/2024,16,3,1,2024,22,17,4,2024,97,13,3
CS,18/06/2024,23/09/2024,18,25,6,2024,23,39,9,2024,97,13,3
FS,22/10/2024,27/01/2025,22,43,10,2024,27,5,1,2025,97,13,3
FS,22/10/2024,27/01/2025,22,43,10,2024,27,5,1,2025,97,13,3
FS,15/01/2024,22/04/2024,15,3,1,2024,22,17,4,2024,98,14,3
FS,15/01/2024,22/04/2024,15,3,1,2024,22,17,4,2024,98,14,3
FS,17/06/2024,23/09/2024,17,25,6,2024,23,39,9,2024,98,14,3
FS,8/07/2024,14/10/2024,8,28,7,2024,14,42,10,2024,98,14,3
FS,21/10/2024,27/01/2025,21,43,10,2024,27,5,1,2025,98,14,3
CS,16/06/2024,23/09/2024,16,25,6,2024,23,39,9,2024,99,14,3
FS,14/07/2023,23/10/2023,14,28,7,2023,23,43,10,2023,101,14,3
CS,12/07/2024,21/10/2024,12,28,7,2024,21,43,10,2024,101,14,3
FS,23/08/2024,2/12/2024,23,34,8,2024,2,49,12,2024,101,14,3
FS,13/07/2023,23/10/2023,13,28,7,2023,23,43,10,2023,102,14,3
FS,31/08/2023,11/12/2023,31,35,8,2023,11,50,12,2023,102,14,3
FS,31/05/2023,11/09/2023,31,22,5,2023,11,37,9,2023,103,14,3
FS,26/07/2023,6/11/2023,26,30,7,2023,6,45,11,2023,103,14,3
FS,22/11/2023,4/03/2024,22,47,11,2023,4,10,3,2024,103,14,3
DS,14/02/2024,27/05/2024,14,7,2,2024,27,22,5,2024,103,14,3
FS,5/06/2024,16/09/2024,5,23,6,2024,16,38,9,2024,103,14,3
FS,17/07/2024,28/10/2024,17,29,7,2024,28,44,10,2024,103,14,3
DS,20/06/2023,2/10/2023,20,25,6,2023,2,40,10,2023,104,14,3
DS,25/06/2024,7/10/2024,25,26,6,2024,7,41,10,2024,104,14,3
FS,20/11/2023,4/03/2024,20,47,11,2023,4,10,3,2024,105,15,3
CS,10/06/2024,23/09/2024,10,24,6,2024,23,39,9,2024,105,15,3
FS,1/07/2024,14/10/2024,1,27,7,2024,14,42,10,2024,105,15,3
FS,1/07/2024,14/10/2024,1,27,7,2024,14,42,10,2024,105,15,3
FS,14/10/2024,27/01/2025,14,42,10,2024,27,5,1,2025,105,15,3
FS,20/01/2023,8/05/2023,20,3,1,2023,8,19,5,2023,108,15,3
FS,26/05/2023,11/09/2023,26,21,5,2023,11,37,9,2023,108,15,3
FS,5/10/2023,22/01/2024,5,40,10,2023,22,4,1,2024,109,15,3
FS,5/10/2023,22/01/2024,5,40,10,2023,22,4,1,2024,109,15,3
DS,31/05/2023,18/09/2023,31,22,5,2023,18,38,9,2023,110,15,3
DS,2/08/2023,20/11/2023,2,31,8,2023,20,47,11,2023,110,15,3
FS,27/09/2023,15/01/2024,27,39,9,2023,15,3,1,2024,110,15,3
FS,4/10/2023,22/01/2024,4,40,10,2023,22,4,1,2024,110,15,3
FS,29/05/2024,16/09/2024,29,22,5,2024,16,38,9,2024,110,15,3
FS,26/06/2024,14/10/2024,26,26,6,2024,14,42,10,2024,110,15,3
FS,28/05/2024,16/09/2024,28,22,5,2024,16,38,9,2024,111,15,3
FS,9/07/2024,28/10/2024,9,28,7,2024,28,44,10,2024,111,15,3
DS,20/08/2024,9/12/2024,20,34,8,2024,9,50,12,2024,111,15,3
FS,2/10/2023,22/01/2024,2,40,10,2023,22,4,1,2024,112,16,3
DS,11/12/2023,1/04/2024,11,50,12,2023,1,14,4,2024,112,16,3
FS,27/05/2024,16/09/2024,27,22,5,2024,16,38,9,2024,112,16,3
CS,3/06/2024,23/09/2024,3,23,6,2024,23,39,9,2024,112,16,3
FS,30/09/2023,22/01/2024,30,39,9,2023,22,4,1,2024,114,16,3
FS,25/05/2024,16/09/2024,25,21,5,2024,16,38,9,2024,114,16,3
DS,26/05/2023,18/09/2023,26,21,5,2023,18,38,9,2023,115,16,3
FS,30/06/2023,23/10/2023,30,26,6,2023,23,43,10,2023,115,16,3
FS,18/08/2023,11/12/2023,18,33,8,2023,11,50,12,2023,115,16,3
FS,23/05/2024,16/09/2024,23,21,5,2024,16,38,9,2024,116,16,3
FS,23/05/2024,16/09/2024,23,21,5,2024,16,38,9,2024,116,16,3
FS,22/05/2024,16/09/2024,22,21,5,2024,16,38,9,2024,117,16,3
CS,26/06/2024,21/10/2024,26,26,6,2024,21,43,10,2024,117,16,3
FS,21/03/2023,18/07/2023,21,12,3,2023,18,29,7,2023,119,16,3
FS,18/09/2023,15/01/2024,18,38,9,2023,15,3,1,2024,119,17,3
FS,18/12/2023,15/04/2024,18,51,12,2023,15,16,4,2024,119,17,3
FS,20/05/2024,16/09/2024,20,21,5,2024,16,38,9,2024,119,17,3
CS,24/06/2024,21/10/2024,24,26,6,2024,21,43,10,2024,119,17,3
FS,30/09/2024,27/01/2025,30,40,9,2024,27,5,1,2025,119,17,3
DS,18/05/2024,16/09/2024,18,20,5,2024,16,38,9,2024,121,17,4
DS,19/05/2023,18/09/2023,19,20,5,2023,18,38,9,2023,122,17,4
DS,19/05/2023,18/09/2023,19,20,5,2023,18,38,9,2023,122,17,4
FS,2/02/2024,3/06/2024,2,5,2,2024,3,23,6,2024,122,17,4
FS,17/05/2024,16/09/2024,17,20,5,2024,16,38,9,2024,122,17,4
FS,20/09/2023,22/01/2024,20,38,9,2023,22,4,1,2024,124,17,4
DS,27/09/2023,29/01/2024,27,39,9,2023,29,5,1,2024,124,17,4
FS,31/07/2024,2/12/2024,31,31,7,2024,2,49,12,2024,124,17,4
FS,25/09/2024,27/01/2025,25,39,9,2024,27,5,1,2025,124,17,4
FS,21/05/2024,23/09/2024,21,21,5,2024,23,39,9,2024,125,17,4
FS,11/09/2023,15/01/2024,11,37,9,2023,15,3,1,2024,126,18,4
FS,30/10/2023,4/03/2024,30,44,10,2023,4,10,3,2024,126,18,4
DS,27/11/2023,1/04/2024,27,48,11,2023,1,14,4,2024,126,18,4
FS,12/02/2024,17/06/2024,12,7,2,2024,17,25,6,2024,126,18,4
CS,20/05/2024,23/09/2024,20,21,5,2024,23,39,9,2024,126,18,4
DS,20/01/2023,29/05/2023,20,3,1,2023,29,22,5,2023,129,18,4
DS,24/11/2023,1/04/2024,24,47,11,2023,1,14,4,2024,129,18,4
FS,4/05/2023,11/09/2023,4,18,5,2023,11,37,9,2023,130,18,4
FS,20/10/2023,27/02/2024,20,42,10,2023,27,9,2,2024,130,18,4
FS,8/05/2024,16/09/2024,8,19,5,2024,16,38,9,2024,131,18,4
FS,22/05/2024,30/09/2024,22,21,5,2024,30,40,9,2024,131,18,4
FS,12/09/2023,22/01/2024,12,37,9,2023,22,4,1,2024,132,18,4
FS,24/10/2023,4/03/2024,24,43,10,2023,4,10,3,2024,132,18,4
FS,18/06/2024,28/10/2024,18,25,6,2024,28,44,10,2024,132,18,4
DS,9/07/2024,18/11/2024,9,28,7,2024,18,47,11,2024,132,18,4
FS,6/05/2024,16/09/2024,6,19,5,2024,16,38,9,2024,133,19,4
CS,13/05/2024,23/09/2024,13,20,5,2024,23,39,9,2024,133,19,4
FS,3/05/2024,16/09/2024,3,18,5,2024,16,38,9,2024,136,19,4
FS,19/10/2023,4/03/2024,19,42,10,2023,4,10,3,2024,137,19,4
FS,15/11/2023,1/04/2024,15,46,11,2023,1,14,4,2024,138,19,4
FS,29/04/2024,16/09/2024,29,18,4,2024,16,38,9,2024,140,20,4
DS,9/09/2024,27/01/2025,9,37,9,2024,27,5,1,2025,140,20,4
DS,6/09/2024,27/01/2025,6,36,9,2024,27,5,1,2025,143,20,4
DS,3/09/2024,27/01/2025,3,36,9,2024,27,5,1,2025,146,20,4
FS,3/10/2023,27/02/2024,3,40,10,2023,27,9,2,2024,147,21,4
FS,31/05/2024,28/10/2024,31,22,5,2024,28,44,10,2024,150,21,5
DS,20/04/2023,18/09/2023,20,16,4,2023,18,38,9,2023,151,21,5
FS,22/11/2023,22/04/2024,22,47,11,2023,22,17,4,2024,152,21,5
DS,29/10/2023,1/04/2024,29,44,10,2023,1,14,4,2024,155,22,5
FS,18/08/2023,22/01/2024,18,33,8,2023,22,4,1,2024,157,22,5
DS,27/10/2023,1/04/2024,27,43,10,2023,1,14,4,2024,157,22,5
FS,12/04/2024,16/09/2024,12,15,4,2024,16,38,9,2024,157,22,5
FS,28/06/2024,2/12/2024,28,26,6,2024,2,49,12,2024,157,22,5
FS,7/12/2023,13/05/2024,7,49,12,2023,13,20,5,2024,158,22,5
FS,24/05/2024,29/10/2024,24,21,5,2024,29,44,10,2024,158,22,5
FS,20/06/2024,25/11/2024,20,25,6,2024,25,48,11,2024,158,22,5
FS,31/05/2023,6/11/2023,31,22,5,2023,6,45,11,2023,159,22,5
FS,22/05/2024,28/10/2024,22,21,5,2024,28,44,10,2024,159,22,5
FS,31/03/2023,11/09/2023,31,13,3,2023,11,37,9,2023,164,23,5
FS,30/05/2024,11/11/2024,30,22,5,2024,11,46,11,2024,165,23,5
CS,1/08/2024,13/01/2025,1,31,8,2024,13,3,1,2025,165,23,5
FS,11/04/2023,25/09/2023,11,15,4,2023,25,39,9,2023,167,23,5
DS,31/03/2023,18/09/2023,31,13,3,2023,18,38,9,2023,171,24,5
FS,22/05/2024,11/11/2024,22,21,5,2024,11,46,11,2024,173,24,5
FS,18/04/2024,14/10/2024,18,16,4,2024,14,42,10,2024,179,25,5
FS,26/07/2023,22/01/2024,26,30,7,2023,22,4,1,2024,180,25,6
DS,4/10/2023,1/04/2024,4,40,10,2023,1,14,4,2024,180,25,6
FS,20/03/2024,16/09/2024,20,12,3,2024,16,38,9,2024,180,25,6
DS,31/07/2024,27/01/2025,31,31,7,2024,27,5,1,2025,180,25,6
FS,7/11/2023,6/05/2024,7,45,11,2023,6,19,5,2024,181,25,6
FS,30/04/2024,28/10/2024,30,18,4,2024,28,44,10,2024,181,25,6
FS,30/04/2024,28/10/2024,30,18,4,2024,28,44,10,2024,181,25,6
FS,26/04/2024,28/10/2024,26,17,4,2024,28,44,10,2024,185,26,6
FS,30/11/2023,3/06/2024,30,48,11,2023,3,23,6,2024,186,26,6
FS,29/02/2024,2/09/2024,29,9,2,2024,2,36,9,2024,186,26,6
DS,30/12/2023,8/07/2024,30,52,12,2023,8,28,7,2024,191,27,6
FS,15/03/2023,25/09/2023,15,11,3,2023,25,39,9,2023,194,27,6
FS,12/07/2023,22/01/2024,12,28,7,2023,22,4,1,2024,194,27,6
FS,22/08/2023,4/03/2024,22,34,8,2023,4,10,3,2024,195,27,6
FS,1/04/2024,14/10/2024,1,14,4,2024,14,42,10,2024,196,28,6
FS,23/02/2023,11/09/2023,23,8,2,2023,11,37,9,2023,200,28,6
FS,22/02/2023,11/09/2023,22,8,2,2023,11,37,9,2023,201,28,6
CS,28/02/2024,23/09/2024,28,9,2,2024,23,39,9,2024,208,29,6
FS,6/11/2023,3/06/2024,6,45,11,2023,3,23,6,2024,210,30,7
FS,19/02/2024,16/09/2024,19,8,2,2024,16,38,9,2024,210,30,7
FS,1/04/2024,28/10/2024,1,14,4,2024,28,44,10,2024,210,30,7
DS,26/10/2023,27/05/2024,26,43,10,2023,27,22,5,2024,214,30,7
FS,27/06/2024,27/01/2025,27,26,6,2024,27,5,1,2025,214,30,7
FS,8/07/2024,10/02/2025,8,28,7,2024,10,7,2,2025,217,31,7
FS,31/03/2023,6/11/2023,31,13,3,2023,6,45,11,2023,220,31,7
DS,11/04/2023,20/11/2023,11,15,4,2023,20,47,11,2023,223,31,7
FS,6/02/2024,16/09/2024,6,6,2,2024,16,38,9,2024,223,31,7
FS,30/09/2023,14/05/2024,30,39,9,2023,14,20,5,2024,227,32,7
FS,14/03/2024,28/10/2024,14,11,3,2024,28,44,10,2024,228,32,7
FS,23/09/2023,13/05/2024,23,38,9,2023,13,20,5,2024,233,33,7
FS,22/02/2024,14/10/2024,22,8,2,2024,14,42,10,2024,235,33,7
DS,3/11/2023,8/07/2024,3,44,11,2023,8,28,7,2024,248,35,8
FS,21/05/2024,27/01/2025,21,21,5,2024,27,5,1,2025,251,35,8
FS,16/02/2024,28/10/2024,16,7,2,2024,28,44,10,2024,255,36,8
DS,24/10/2023,8/07/2024,24,43,10,2023,8,28,7,2024,258,36,8
DS,23/08/2023,27/05/2024,23,34,8,2023,27,22,5,2024,278,39,9
FS,15/02/2024,25/11/2024,15,7,2,2024,25,48,11,2024,284,40,9
FS,4/09/2023,17/06/2024,4,36,9,2023,17,25,6,2024,287,41,9
FS,12/01/2024,28/10/2024,12,2,1,2024,28,44,10,2024,290,41,9
FS,21/12/2023,29/10/2024,21,51,12,2023,29,44,10,2024,313,44,10
DS,31/03/2023,19/02/2024,31,13,3,2023,19,8,2,2024,325,46,10
FS,26/05/2023,14/05/2024,26,21,5,2023,14,20,5,2024,354,50,11
DS,29/09/2023,7/10/2024,29,39,9,2023,7,41,10,2024,374,53,12
FS,27/01/2023,2/12/2024,27,4,1,2023,2,49,12,2024,675,96,22